20 990108 M.INTER OFFICE MOVEMENT 1074 None 29.0 I 29.0 2019-06-06 17:25:49 2019-06-06 17:25:49 None None
6 512 Purchase Orderpad 1075 API None I None 2020-12-03 19:02:12 2020-12-03 19:02:12 None 1.0
20 990106 M. MOVE TO PRIMARY SALES 1080 None 29.0 I 29.0 2021-01-18 07:22:37 2021-01-18 07:22:37 None None
20 990107 M.MOVE UNIT4 TO NDC 1073 None 29.0 I 29.0 2019-05-06 11:31:39 2019-05-06 11:31:39 None None
20 990503 M. SO CONFIRM DELIVERY 879 None 29.0 I 29.0 2011-10-17 18:25:47 2011-10-17 18:25:47 None 1.0
21 990301 M. PRICE CHECK 880 None 29.0 I 29.0 2011-10-17 18:26:38 2011-10-17 18:26:38 None 1.0
21 990302 M. LOCATE AN ITEM 881 None 29.0 I 29.0 2011-10-17 18:26:38 2011-10-17 18:26:38 None 2.0
21 990303 M. ITEMS IN SUBLOCATION 882 None 29.0 I 29.0 2011-10-17 18:26:38 2011-10-17 18:26:38 None 3.0
22 303 ITEMS 883 None 29.0 I 29.0 2011-10-17 18:28:30 2011-10-17 18:28:30 None 1.0
4 700012 Item In Sub Locations 887 API None I None 2011-10-22 18:05:40 2011-10-22 18:05:40 None 1.0
2 6005 Report Log 918 API None I None 2012-02-19 17:19:21 2012-02-19 17:19:21 None 1.0
20 990105 M.GRN DISTRIBUTION 910 None 29.0 I 29.0 2011-12-31 12:45:33 2011-12-31 12:45:33 None None
2 293 Schedule A Job 911 API None I None 2012-01-29 16:13:21 2012-01-29 16:13:21 None 9.0
2 1000003 Job Queue 920 API None I None 2012-02-19 17:19:21 2012-02-19 17:19:21 None 1.0
23 990101 M. INTERNAL MOVEMENT 943 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990102 M. EXT TO INT MOVEMENT 944 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990103 M. GOODS IN 945 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990105 M.GRN DISTRIBUTION 946 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990106 M. MOVE TO PRIMARY SALES 947 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990201 M. FULFILL REQUISITION 948 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990202 M. RECEIVE REQUISITION 949 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990301 M. PRICE CHECK 950 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990302 M. LOCATE AN ITEM 951 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990303 M. ITEMS IN SUBLOCATION 952 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990304 M. ITEM BY SUBLOCATION 953 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990305 M.FIND SALES ORDER 954 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990306 M.SALES ORDER QUERY 955 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990307 M.SPACE CHECK 956 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990404 M. UPDATE SUB LOC MIN/MAX 957 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990405 M. ADD ITEM TO BATCH 958 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990406 M. SET PRIMARY SALES 959 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990501 M. SALES ORDER PICK LIST 960 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
23 990503 M. SO CONFIRM DELIVERY 961 None 29.0 I 29.0 2012-07-14 16:06:44 2012-07-14 16:06:44 None None
4 700017 GL Summary 967 API None I None 2013-08-03 09:35:21 2013-08-03 09:35:21 None 1.0
7 40007 Sales Order Picking 968 API None I None 2013-08-03 09:35:21 2013-08-03 09:35:21 None 1.0
