,RECORD_STATUS,DELETE_FLAG,UPDATE_SOURCE,LAST_UPDATE_DATE,LAST_UPDATED_BY,CREATION_DATE,BU_ID,SL_NO,DEFAULT_VALUE,DEFAULT_VALUE_TYPE,SQL_QUERY,DATATYPE,DESCRIPTION,PROMPT,NAME,PROFILE_ID,MODULE_ID,CREATED_BY
0,I,None,API,2009-12-28 11:29:12,None,2009-12-28 11:29:12,None,1,NO,None,None,CHAR,REFUND ALLOWED,REFUND ALLOWED,REFUND ALLOWED,1,None,None
