,CR_RESP_ID,CM_MENU_ID,MENU_RESP_DESC,MENU_RESP_ID,UPDATE_SOURCE,CREATED_BY,RECORD_STATUS,LAST_UPDATED_BY,LAST_UPDATE_DATE,CREATION_DATE,DELETE_FLAG,SL_NO
304,17,1002,Menus,999,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
305,17,1004,Responsibility,1000,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
306,17,292,Export Templates,1001,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
307,17,294,Default Programs,1002,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
308,17,293,Schedule A Job,1003,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
309,17,1011,Compile Objects,1004,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
310,17,1000002,Miscellaneous Task,1005,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,100.0
311,17,1012,Clock IN / OUT Audit,1006,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,99.0
312,17,1270,Worklist Maintenace,1007,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,3.0
313,17,1269,Notification Manager,1008,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
314,17,1268,User Controls,1009,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
315,17,291,Ui Configuration,1010,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
316,4,700020,Sales Order Dash Board,1016,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
317,4,700021,Order Pad Summary,1019,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
318,7,40008,Sales Order Pad,1020,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
319,25,810815,Import Data,1021,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,6.0
320,25,810816,Import Sales Invoice,1022,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,7.0
321,25,810817,Import Sales Order,1023,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,8.0
322,25,810818,Import Customer,1024,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,9.0
323,25,810813,Export Template,1025,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,4.0
324,25,810820,Export Maintenance,1026,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,3.0
325,25,810814,Export To Sage,1027,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,5.0
326,25,810819,Export Data,1028,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
327,7,40009,Quick Sales Order,1031,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
328,4,700023,Item Status Query,1032,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
329,20,990407,M. UPDATE BIN,1033,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
330,9,20006,Web Sources,1034,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
331,4,700024,Third Party Feeds,1036,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
332,9,20008,Languages,1037,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
333,4,700025,Cost Price History,1038,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
334,16,8021,Journal Entries,1039,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
335,16,8022,GL Template Trans,1040,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
336,16,8023,GL Templates,1041,API,nan,I,nan,2015-10-02 18:51:13,2015-10-02 18:51:13,None,1.0
337,20,99605,M.MANAGE DISPATCHES,1047,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
338,6,50003,Receive External PO,1048,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
339,4,700026,External Grn Summary,1049,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
340,4,700027,Purchase Orderpad Summary,1051,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
341,4,700028,Sales Invoice Drilldown,1052,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
342,20,990408,M. ANNUAL STOCK TAKE,1053,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
343,4,700029,Sales Order Picking Enquiry,1054,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
344,24,820825,Split Stock,1055,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
345,4,700030,Item Category Enquiry,1056,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
346,24,820824,Split Goods In,1057,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
347,24,820823,Picking Assignments,1058,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
348,20,99603,M. SPLIT PALLET,1059,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
349,20,99604,M. MERGE PALLET,1060,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
350,20,99602,M. MOVE ITEM,1061,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
351,20,99601,M. FIND PALLETS,1062,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
352,24,820822,Manage Dispatches,1063,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
353,24,820820,Manage Pallet,1064,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
354,24,820821,Manage Box,1065,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,2.0
355,25,810811,Import Export Setup,1066,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,2.0
356,2,974,Manage Exports,1067,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
357,9,2001,Multilanguage Texts,1068,API,nan,I,nan,2019-04-20 13:25:47,2019-04-20 13:25:47,None,1.0
