,CUR_DELETE,WRITE,READ,CU_USER_ID,CR_RESP_ID,USER_RESP_DESC,USER_RESP_ID,UPDATE_SOURCE,CREATED_BY,RECORD_STATUS,LAST_UPDATED_BY,LAST_UPDATE_DATE,CREATION_DATE,DELETE_FLAG
219,Y,Y,Y,49,7,None,506,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
220,Y,Y,Y,49,5,None,507,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
221,Y,Y,Y,49,6,None,508,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
222,Y,Y,Y,49,3,None,509,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
223,Y,Y,Y,49,4,None,510,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
224,Y,Y,Y,49,2,None,511,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
225,Y,Y,Y,20,5,None,302,API,2.0,U,5.0,2018-05-11 16:11:57,2012-03-26 16:11:09,None
226,Y,Y,Y,43,6,None,333,None,5.0,I,5.0,2013-03-10 16:23:18,2013-03-10 16:23:18,None
227,Y,Y,Y,43,5,None,411,None,5.0,I,5.0,2016-04-20 05:21:49,2016-04-20 05:21:49,None
228,Y,Y,Y,43,4,None,410,None,5.0,I,5.0,2016-04-20 05:21:49,2016-04-20 05:21:49,None
229,Y,Y,Y,24,21,None,439,None,5.0,I,5.0,2016-10-03 11:09:44,2016-10-03 11:09:44,None
230,Y,Y,Y,57,7,None,440,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
231,Y,Y,Y,57,5,None,441,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
232,Y,Y,Y,57,6,None,442,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
233,Y,Y,Y,57,3,None,443,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
234,Y,Y,Y,57,4,None,444,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
235,Y,Y,Y,57,20,None,445,API,29.0,I,29.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
236,Y,Y,Y,57,23,None,446,API,29.0,I,29.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
237,Y,Y,Y,57,19,None,447,API,5.0,I,5.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
238,Y,Y,Y,57,21,None,448,API,5.0,I,5.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
239,Y,Y,Y,57,18,None,449,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
240,Y,Y,Y,57,13,None,450,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
241,Y,Y,Y,57,12,None,451,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
242,Y,Y,Y,57,14,None,452,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
243,Y,Y,Y,57,2,None,453,API,2.0,I,2.0,2017-01-26 12:16:15,2017-01-26 12:16:15,None
244,Y,Y,Y,59,7,None,455,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
245,Y,Y,Y,59,5,None,456,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
246,Y,Y,Y,59,6,None,457,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
247,Y,Y,Y,59,3,None,458,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
248,Y,Y,Y,59,4,None,459,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
249,Y,Y,Y,59,9,None,460,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
250,Y,Y,Y,59,10,None,461,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
251,Y,Y,Y,59,20,None,462,API,29.0,I,29.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
252,Y,Y,Y,59,18,None,463,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
253,Y,Y,Y,59,13,None,464,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
254,Y,Y,Y,59,12,None,465,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
255,Y,Y,Y,59,14,None,466,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
256,Y,Y,Y,59,2,None,467,API,2.0,I,2.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
257,Y,Y,Y,59,23,None,468,API,29.0,I,29.0,2017-07-03 14:15:37,2017-07-03 14:15:37,None
258,Y,Y,Y,60,21,None,470,API,5.0,I,5.0,2017-10-21 05:12:32,2017-10-21 05:12:32,None
259,Y,Y,Y,60,6,None,471,API,5.0,I,5.0,2017-10-21 05:12:32,2017-10-21 05:12:32,None
260,Y,Y,Y,60,5,None,472,API,5.0,I,5.0,2017-10-21 05:12:32,2017-10-21 05:12:32,None
261,Y,Y,Y,60,4,None,473,API,5.0,I,5.0,2017-10-21 05:12:32,2017-10-21 05:12:32,None
262,Y,Y,Y,20,7,None,474,API,2.0,I,2.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
263,Y,Y,Y,20,6,None,475,API,2.0,I,2.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
264,Y,Y,Y,20,3,None,476,API,2.0,I,2.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
265,Y,Y,Y,20,9,None,477,API,2.0,I,2.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
266,Y,Y,Y,20,10,None,478,API,2.0,I,2.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
267,Y,Y,Y,20,20,None,479,API,29.0,I,29.0,2018-05-11 16:11:57,2018-05-11 16:11:57,None
268,Y,Y,Y,61,18,None,494,API,2.0,I,2.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
269,Y,Y,Y,61,13,None,495,API,2.0,I,2.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
270,Y,Y,Y,61,12,None,496,API,2.0,I,2.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
271,Y,Y,Y,61,14,None,497,API,2.0,I,2.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
272,Y,Y,Y,61,2,None,498,API,2.0,I,2.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
273,Y,Y,Y,61,23,None,499,API,29.0,I,29.0,2018-07-13 15:05:24,2018-07-13 15:05:24,None
274,Y,Y,Y,62,18,None,500,API,2.0,I,2.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
275,Y,Y,Y,62,13,None,501,API,2.0,I,2.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
276,Y,Y,Y,62,12,None,502,API,2.0,I,2.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
277,Y,Y,Y,62,14,None,503,API,2.0,I,2.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
278,Y,Y,Y,62,2,None,504,API,2.0,I,2.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
279,Y,Y,Y,49,9,None,512,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
280,Y,Y,Y,62,23,None,505,API,29.0,I,29.0,2018-07-13 15:05:52,2018-07-13 15:05:52,None
281,Y,Y,Y,49,10,None,513,API,2.0,I,2.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
282,Y,Y,Y,49,20,None,514,API,29.0,I,29.0,2018-07-13 15:09:21,2018-07-13 15:09:21,None
283,Y,Y,Y,63,20,None,525,API,29.0,I,29.0,2019-04-21 14:07:09,2019-04-21 14:07:09,None
284,Y,Y,Y,85,4,None,609,API,1.0,I,1.0,2021-01-19 17:32:30,2021-01-19 17:32:30,None
285,Y,Y,Y,85,10,None,610,API,1.0,I,1.0,2021-01-19 17:32:30,2021-01-19 17:32:30,None
286,Y,Y,Y,85,9,None,611,API,1.0,I,1.0,2021-01-19 17:32:30,2021-01-19 17:32:30,None
287,Y,Y,Y,85,20,None,612,API,29.0,I,29.0,2021-01-19 17:32:30,2021-01-19 17:32:30,None
288,Y,Y,Y,84,5,None,613,None,29.0,I,29.0,2021-01-25 12:58:41,2021-01-25 12:58:41,None
289,Y,Y,Y,84,7,None,614,None,29.0,I,29.0,2021-02-15 08:22:30,2021-02-15 08:22:30,None
290,Y,Y,Y,84,6,None,615,None,29.0,I,29.0,2021-02-16 06:01:40,2021-02-16 06:01:40,None
291,Y,Y,Y,84,4,None,603,API,1.0,I,1.0,2021-01-13 12:47:02,2021-01-13 12:47:02,None
292,Y,Y,Y,84,10,None,605,API,1.0,I,1.0,2021-01-13 12:47:02,2021-01-13 12:47:02,None
293,Y,Y,Y,84,9,None,606,API,1.0,I,1.0,2021-01-13 12:47:02,2021-01-13 12:47:02,None
294,Y,Y,Y,84,20,None,608,API,29.0,I,29.0,2021-01-13 12:47:02,2021-01-13 12:47:02,None
