,ACTIVE,UPDATE_SOURCE,DELETE_FLAG,BU_ID,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,WHAT_TO_RUN,SL_NO,JOB_TYPE,JOB_SHORT_NAME,DESCRIPTION,JOB_NAME,JOB_ID,END_DATE,START_DATE,PARAM_ID,LINE_SL_NO,LINE_ACTIVE,PARAM_NAME,PARAM_PROMPT,PARAM_TYPE,PARAM_FORMAT,PARAM_DEFAULT_VALUE,PARAM_DESCRIPTION,PARAM_START_DATE,PARAM_END_DATE
108,N,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT CUSTOMERS,None,EXPORT CUSTOMERS,7,None,None,286,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
109,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,47,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_CUSTOMERALL_V,None,None,None
110,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,48,2,Y,P_FILENAME,FILE NAME,CHAR,None,CUSTOMERS.TXT,None,None,None
111,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,49,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
112,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,50,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
113,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,86,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
114,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,4,PL/SQL,EXPORT CUSTOMALL,None,EXPORT CUSTOMERS ALL,16,None,None,273,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
115,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,221,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMWEBHINTS_V,None,None,None
116,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,222,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMHINT.TXT,None,None,None
117,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,223,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
118,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,224,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
119,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,225,5,Y,P_NOTIFGROUP,NOTIFCATION GROUP,CHAR,None,NONE,None,None,None
120,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM HINT,None,EXPORT ITEM HINT,49,None,None,260,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
121,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,216,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMADDITIONALINFO_V,None,None,None
122,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,217,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMINFO.TXT,None,None,None
123,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,218,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
124,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,219,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
125,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,220,5,Y,P_NOTIFGROUP,NOTIFCATION GROUP,CHAR,None,NONE,None,None,None
126,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT ITEM INFO,None,EXPORT ITEM INFO,48,None,None,259,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
127,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,71,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMBASE_V,None,None,None
128,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,72,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMMASTER.TXT,None,None,None
129,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,73,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
130,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,74,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
131,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,87,5,Y,P_NOTIFGROUP,NOTIFCATION GROUP,CHAR,None,NONE,None,None,None
132,Y,API,None,1,None,2010-10-07 14:04:15,2.0,2011-01-21 13:46:03,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT ITEM MASTER,None,EXPORT ITEM MASTER,22,None,None,274,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
133,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,75,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMSTATUSES_V,None,None,None
134,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,76,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMQTY.TXT,None,None,None
135,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,77,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
136,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,78,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
137,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,79,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
138,N,API,None,1,None,2010-11-25 22:11:57,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_VIEWDATA,8,PL/SQL,EXPORT ITEM QTY,None,EXPORT ITEM QTY,23,None,None,270,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
139,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,63,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMPRICES_V,None,None,None
140,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,64,2,Y,P_FILENAME,FILE NAME,CHAR,None,SALESPRICES.TXT,None,None,None
141,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,65,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
142,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,66,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
143,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,88,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
144,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,12,PL/SQL,EXPORT ITEM SP,None,EXPORT ITEM SALES PRICES,20,None,None,275,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
145,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,179,1,Y,P_FILENAME,FILE NAME,CHAR,None,PRODUCT02.CSV,None,None,None
146,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,180,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
147,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,181,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
148,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,182,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,AAF001,None,None,None
149,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,183,5,Y,P_HINT,HINT,CHAR,None,NONE,None,None,None
150,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,184,6,Y,P_MULTIGROUP,MULTIGROUP,CHAR,None,N,None,None,None
151,N,API,None,1,None,2011-09-10 11:25:52,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITTEMP02,None,EXPORT ITEM TEMPLATE02,41,None,None,185,7,Y,P_INSTOCKONLY,INSTOCKONLY,CHAR,None,N,None,None,None
152,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,209,1,Y,P_FILENAME,FILE NAME,CHAR,None,PRODUCT02.CSV,None,None,None
153,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,210,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
154,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,211,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
155,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,212,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,Z0063,None,None,None
156,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,213,5,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
157,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,214,6,Y,P_MULTIGROUP,MULTIGROUP,CHAR,None,N,None,None,None
158,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,215,7,Y,P_INSTOCKONLY,INSTOCKONLY,CHAR,None,N,None,None,None
159,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,386,8,Y,P_SUBSTITUTE,SUBSTITUTE,CHAR,None,01,None,None,None
160,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,387,10,Y,P_INCLUDEBOM,INCLUDEBOM,CHAR,None,Y,None,None,None
161,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,388,11,Y,P_FILE1,FILE1,CHAR,None,FILE1.CSV,None,None,None
162,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,389,12,Y,P_FILE1HEADER,FILE1 HEADER,CHAR,None,":SKU,:IMAGE_MAIN",None,None,None
163,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,390,13,Y,P_FILE1COLUMNS,FILE1 COLUMNS,CHAR,None,"2,+55",None,None,None
164,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,391,14,Y,P_FILE2,FILE2,CHAR,None,FILE2.CSV,None,None,None
165,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,392,15,Y,P_FILE2HEADER,FILE2 HEADER,CHAR,None,":SKU,:SOURCE,:SUBSOURCE,:TITLE,:PRICE,:SP5INC,:CALC",None,None,None
166,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,393,16,Y,P_FILE2COLUMNS,FILE2 COLUMNS,CHAR,None,"2,$AMAZON,$AMUK,-10,,131,~131~*1.20,",None,None,None
167,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,394,17,Y,P_APPLYSUFILTER,APPLY SU FILTER,NUMBER,None,0,None,None,None
168,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,395,18,Y,P_STAGE,STAGE,CHAR,None,YES,None,None,None
169,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE03,11,PL/SQL,EXPORT ITTEMP 113516,None,EXPORT ITEM TEMPLATE03,47,None,None,437,19,Y,P_OUTFORMAT,OUTPUT CASE,CHAR,None,INITCAP,None,None,None
170,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_ITEMTEMPLATE,100,PL/SQL,EXPORT ITEMS,None,EXPORT ITEMS,10,None,None,27,1,Y,P_FILENAME,FILE NAME,CHAR,None,WEBSTOCK.TXT,None,None,None
171,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_ITEMTEMPLATE,100,PL/SQL,EXPORT ITEMS,None,EXPORT ITEMS,10,None,None,28,2,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
172,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_ITEMTEMPLATE,100,PL/SQL,EXPORT ITEMS,None,EXPORT ITEMS,10,None,None,96,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
173,N,API,None,1,None,2011-06-08 10:22:27,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS  MTG,None,EXPORT ITEMS MTG,38,None,None,165,1,Y,P_FILENAME,FILE NAME,CHAR,None,MTGSTOCK.TXT,None,None,None
174,N,API,None,1,None,2011-06-08 10:22:27,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS  MTG,None,EXPORT ITEMS MTG,38,None,None,166,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
175,N,API,None,1,None,2011-06-08 10:22:27,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS  MTG,None,EXPORT ITEMS MTG,38,None,None,167,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
176,N,API,None,1,None,2011-06-08 10:22:27,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS  MTG,None,EXPORT ITEMS MTG,38,None,None,168,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,None,None,None,None
177,N,API,None,1,None,2011-02-20 18:04:10,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS PINK,None,EXPORT ITEMS PINK,28,None,None,119,1,Y,P_FILENAME,FILE NAME,CHAR,None,WEBSTOCK.TXT,None,None,None
178,N,API,None,1,None,2011-02-20 18:04:10,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS PINK,None,EXPORT ITEMS PINK,28,None,None,120,2,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
179,N,API,None,1,None,2011-02-20 18:04:10,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS PINK,None,EXPORT ITEMS PINK,28,None,None,121,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
180,N,API,None,1,None,2011-02-20 18:04:10,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_ITEMTEMPLATE02,11,PL/SQL,EXPORT ITEMS PINK,None,EXPORT ITEMS PINK,28,None,None,174,4,Y,P_FORWHOM,FOR WHOM,CHAR,None,AAF01,None,None,None
181,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,106,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,INV_ITEMEXPORT_V,None,None,None
182,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,107,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMS.TXT,None,None,None
183,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,108,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,1,None,None,None
184,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,109,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
185,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,110,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
186,N,API,None,1,None,2010-12-14 11:47:31,2.0,2011-01-21 13:46:29,IMPEXP_PKG.EXPORT_VIEWDATA,100,PL/SQL,EXPORT ITEMS ALL,None,EXPORT ITMS ALL,25,None,None,269,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
187,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,43,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_MANUFACTURERES_V,None,None,None
188,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,44,2,Y,P_FILENAME,FILE NAME,CHAR,None,MANUFACTURERES.TXT,None,None,None
189,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,45,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
190,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,46,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
191,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,89,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
192,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT MANF,None,EXPORT MANUFACTURERS,15,None,None,276,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
193,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,236,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMPBTEXT_V,None,None,None
