,ACTIVE,UPDATE_SOURCE,DELETE_FLAG,BU_ID,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,WHAT_TO_RUN,SL_NO,JOB_TYPE,JOB_SHORT_NAME,DESCRIPTION,JOB_NAME,JOB_ID,END_DATE,START_DATE,PARAM_ID,LINE_SL_NO,LINE_ACTIVE,PARAM_NAME,PARAM_PROMPT,PARAM_TYPE,PARAM_FORMAT,PARAM_DEFAULT_VALUE,PARAM_DESCRIPTION,PARAM_START_DATE,PARAM_END_DATE
194,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,237,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMPBTEXT.TXT,None,None,None
195,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,238,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
196,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,239,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
197,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,240,5,Y,P_NOTIFGROUP,NOTIFCATION GROUP,CHAR,None,NONE,None,None,None
198,Y,API,None,1,None,2011-12-31 12:44:16,nan,2011-12-31 12:44:16,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PB TEXT,None,EXPORT PB TEXT,52,None,None,263,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
199,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,154,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMPRICEBREAK_V,None,None,None
200,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,155,2,Y,P_FILENAME,FILE NAME,CHAR,None,PRICEBREAK.TXT,None,None,None
201,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,156,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
202,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,157,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
203,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,158,5,Y,P_NOTIFGROUP,NOTIFCATION GROUP,CHAR,None,NONE,None,None,None
204,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,3,PL/SQL,EXPORT PRICE BREAK,None,EXPORT PRICE BREAK,36,None,None,267,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
205,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,149,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_PRICETYPES_V,None,None,None
206,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,150,2,Y,P_FILENAME,FILE NAME,CHAR,None,PRICETYPES.TXT,None,None,None
207,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,151,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
208,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,152,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
209,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,153,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
210,Y,API,None,1,None,2011-05-17 18:44:44,nan,2011-05-17 18:44:44,IMPEXP_PKG.EXPORT_VIEWDATA,14,PL/SQL,EXPORT PRICE TYPES,None,EXPORT PRICE TYPES,35,None,None,266,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
211,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_QTYINSTOCK,10,PL/SQL,EXPSTOCKTOAMA 154951,None,EXPORT QTY IN STOCK TO  154951,44,None,None,193,1,Y,P_FORWHOM,IDENTIFIER,CHAR,None,AAF001,None,None,None
212,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_QTYINSTOCK,10,PL/SQL,EXPSTOCKTOAMA 154951,None,EXPORT QTY IN STOCK TO  154951,44,None,None,194,2,Y,P_FILENAME,FILENAME,CHAR,None,MOR_AMAZON_QTY.TXT,None,None,None
213,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_QTYINSTOCK,10,PL/SQL,EXPSTOCKTOAMA 154951,None,EXPORT QTY IN STOCK TO  154951,44,None,None,195,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
214,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_QTYINSTOCK,10,PL/SQL,EXPSTOCKTOAMA 154951,None,EXPORT QTY IN STOCK TO  154951,44,None,None,196,4,Y,P_HINT,HINT,CHAR,None,INCREMENTAL,None,None,None
215,N,API,None,1,None,2011-12-31 12:44:16,29.0,2012-01-29 16:28:22,IMPEXP_PKG.EXPORT_QTYINSTOCK,10,PL/SQL,EXPSTOCKTOAMA 154951,None,EXPORT QTY IN STOCK TO  154951,44,None,None,385,5,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
216,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_QTYINSTOCK,99,PL/SQL,EXPSTOCKTOAMAZON,None,EXPORT QTY IN STOCK TO AMAZON,11,None,None,29,1,Y,P_FORWHOM,IDENTIFIER,CHAR,None,AMAZON,None,None,None
217,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_QTYINSTOCK,99,PL/SQL,EXPSTOCKTOAMAZON,None,EXPORT QTY IN STOCK TO AMAZON,11,None,None,30,2,Y,P_FILENAME,FILENAME,CHAR,None,MOR_AMAZON_QTY.TXT,None,None,None
218,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_QTYINSTOCK,99,PL/SQL,EXPSTOCKTOAMAZON,None,EXPORT QTY IN STOCK TO AMAZON,11,None,None,97,3,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
219,N,API,None,1,None,2010-09-08 18:19:53,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_QTYINSTOCK,99,PL/SQL,EXPSTOCKTOAMAZON,None,EXPORT QTY IN STOCK TO AMAZON,11,None,None,140,4,Y,P_HINT,HINT,CHAR,None,INCREMENTAL,None,None,None
220,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,132,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,SAGE_CUSTOMERS_V,None,None,None
221,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,133,2,Y,P_FILENAME,FILE NAME,CHAR,None,SAGECUST_$DATE$.CSV,None,None,None
222,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,134,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
223,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,135,4,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
224,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,136,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
225,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE CUSTOMER,None,EXPORT SAGE CUSTOMERS,31,None,None,139,6,Y,P_HINT,HINT,CHAR,None,INCREMENTAL,None,None,None
226,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,127,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,SAGE_SUPPLIERS_V,None,None,None
227,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,128,2,Y,P_FILENAME,FILE NAME,CHAR,None,SAGESUPP_$DATE$.CSV,None,None,None
228,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,129,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
229,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,130,4,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
230,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,131,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
231,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_VIEWDATA,5,PL/SQL,EXPORT SAGE SUPPLIER,None,EXPORT SAGE SUPPLIERS,30,None,None,138,6,Y,P_HINT,HINT,CHAR,None,INCREMENTAL,None,None,None
232,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_SAGETRANS,5,PL/SQL,EXPORT SAGE TRANS,None,EXPORT SAGE TRANSACTIONS,29,None,None,122,1,Y,P_TRANSTYPE,TRANSTYPE,CHAR,None,ALL,None,None,None
233,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_SAGETRANS,5,PL/SQL,EXPORT SAGE TRANS,None,EXPORT SAGE TRANSACTIONS,29,None,None,123,2,Y,P_DATECRITERIA,DATECRITERIA,CHAR,None,TODAY,None,None,None
234,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_SAGETRANS,5,PL/SQL,EXPORT SAGE TRANS,None,EXPORT SAGE TRANSACTIONS,29,None,None,124,3,Y,P_FILENAME,FILENAME,CHAR,None,SAGETRANS_$DATE$.CSV,None,None,None
235,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_SAGETRANS,5,PL/SQL,EXPORT SAGE TRANS,None,EXPORT SAGE TRANSACTIONS,29,None,None,125,4,Y,P_DELIMITER,DELIMITER,CHAR,None,",",None,None,None
236,Y,API,None,1,None,2011-03-22 20:18:45,7.0,2012-02-21 17:14:16,IMPEXP_PKG.EXPORT_SAGETRANS,5,PL/SQL,EXPORT SAGE TRANS,None,EXPORT SAGE TRANSACTIONS,29,None,None,126,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
237,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,67,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMSALESUNITS_V,None,None,None
238,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,68,2,Y,P_FILENAME,FILE NAME,CHAR,None,SALESUNITS.TXT,None,None,None
239,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,69,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
240,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,70,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
241,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,90,5,Y,P_NOTIFGROUP,NOTIFIACATION GROUP,CHAR,None,NONE,None,None,None
242,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,11,PL/SQL,EXPORT SALES UNITS,None,EXPORT SALES UNITS,21,None,None,277,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
243,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,39,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_SEASONS_V,None,None,None
244,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,40,2,Y,P_FILENAME,FILE NAME,CHAR,None,SEASONS.TXT,None,None,None
245,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,41,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
246,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,42,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
247,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,91,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
248,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,6,PL/SQL,EXPORT SEASONS,None,EXPORT SEASONS,14,None,None,278,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
249,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,55,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None, EXP_SIMILARITEMS1_V,None,None,None
250,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,56,2,Y,P_FILENAME,FILE NAME,CHAR,None,LINKEDITEMS.TXT,None,None,None
251,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,57,3,Y,P_CALLCODE,CALL CODE,CHAR,None,0,None,None,None
252,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,58,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
253,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,92,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
254,Y,API,None,1,None,2010-10-07 14:04:14,29.0,2012-04-20 09:59:02,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SIMILAR ITEMS,None,EXPORT SIMILAR ITEMS,18,None,None,279,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
255,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,2,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_SUBCATEGORIES_V,None,None,None
256,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,3,2,Y,P_FILENAME,FILE NAME,CHAR,None,SUBCATEGORIES.TXT,None,None,None
257,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,4,3,Y,P_CALLCODE,CALL CODE,CHAR,None,1,None,None,None
258,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,25,4,Y,P_DELIMITER,DELIMTER,CHAR,None,|,None,None,None
259,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,104,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
260,Y,API,None,1,None,2010-08-26 19:11:28,2.0,2011-01-21 12:34:34,IMPEXP_PKG.EXPORT_VIEWDATA,7,PL/SQL,EXPSUBCATEGORY,None,EXPORT SUB CATEGORIES,2,None,None,289,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
261,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,31,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_SUPPLIERSBASE_V,None,None,None
262,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,32,2,Y,P_FILENAME,FILE NAME,CHAR,None,SUPPLIERSBASE.TXT,None,None,None
263,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,33,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
264,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,34,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
265,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,93,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
266,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT SUPPBASE,None,EXPORT SUPPLIERS BASE,12,None,None,280,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
267,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,13,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_TAXCODES_V,None,None,None
268,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,14,2,Y,P_FILENAME,FILE NAME,CHAR,None,TAXCODES.TXT,None,None,None
269,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,15,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
270,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,16,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
271,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,101,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
272,Y,API,None,1,None,2010-09-03 15:32:10,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,1,PL/SQL,EXPORT TAX CODES,None,EXPORT TAX CODES,6,None,None,287,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
273,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,51,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_ITEMMULTICATEGORIES_V,None,None,None
274,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,52,2,Y,P_FILENAME,FILE NAME,CHAR,None,ITEMMULTICAT.TXT,None,None,None
275,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,53,3,Y,P_CALLCODE,CALL CODE,NUMBER,None,0,None,None,None
276,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,54,4,Y,P_DELIMITER,DELIMITER,CHAR,None,|,None,None,None
277,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,94,5,Y,P_NOTIFGROUP,NOTIFICATION GROUP,CHAR,None,NONE,None,None,None
278,Y,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:35:26,IMPEXP_PKG.EXPORT_VIEWDATA,13,PL/SQL,EXPMULTICATEGORY,None,EXPORTMULTI CATEGORIES,17,None,None,281,6,Y,P_HINT,HINT,CHAR,None,ALL,None,None,None
279,N,API,None,1,None,2010-10-07 14:04:14,2.0,2011-01-21 12:33:32,IMPEXP_PKG.EXPORT_VIEWDATA,99,PL/SQL,EXPORT MULTISEASON,None,EXPORTMULTI SEASONS,13,None,None,35,1,Y,P_VIEWNAME,VIEW NAME,CHAR,None,EXP_MULTISEASONS_V,None,None,None
