,CF_FUNCTION_ID,UPDATE_SOURCE,CREATED_BY,RECORD_STATUS,LAST_UPDATED_BY,LAST_UPDATE_DATE,CREATION_DATE,DELETE_FLAG,END_DATE,MENU_SL_NO,BU_ID,PARENT_MENU_ID,MENU_DESCRIPTION,MENU_TYPE,MENU_NAME,MENU_ID
276,529.0,API,nan,I,nan,2011-09-28 21:06:07,2011-09-28 21:06:07,None,None,33.0,None,7,STOCK TAKE AUDIT,I,STOCK TAKE AUDIT,700011
277,531.0,API,nan,I,nan,2011-10-17 18:19:56,2011-10-17 18:19:56,None,None,35.0,None,30,UPDATE BIN IDENTIFIER,I,UPDATE BIN IDENTIFIER,3000010
278,532.0,API,nan,U,29.0,2011-10-17 18:24:55,2011-10-17 18:19:56,None,None,2.0,1,9903,M. ITEMS IN SUBLOCATION,I,M. ITEMS IN SUB LOCATION,990303
279,542.0,API,nan,I,nan,2011-11-25 23:38:02,2011-11-25 23:38:02,None,None,35.0,None,7,SALES ORDER LINES,I,SALES ORDER LINES,700013
280,543.0,API,nan,I,nan,2011-11-25 23:38:02,2011-11-25 23:38:02,None,None,4.0,None,9903,M.FIND SALES ORDER,I,M.FIND SALES ORDER,990305
281,544.0,API,nan,I,nan,2011-11-25 23:38:02,2011-11-25 23:38:02,None,None,5.0,None,9903,M.SALES ORDER QUERY,I,M.SALES ORDER QUERY,990306
282,546.0,API,nan,I,nan,2011-12-31 12:44:11,2011-12-31 12:44:11,None,None,5.0,None,9901,M.GRN DISTRIBUTION,I,M.GRN DISTRIBUTION,990105
283,547.0,API,nan,I,nan,2011-12-31 12:44:11,2011-12-31 12:44:11,None,None,36.0,None,7,SAGE EXPORT,I,SAGE EXPORT,700014
284,548.0,API,nan,I,nan,2011-12-31 12:44:11,2011-12-31 12:44:11,None,None,26.0,None,4,IMPORT CUSTOMERS,I,IMPORT CUSTOMERS,40005
285,549.0,API,nan,I,nan,2011-12-31 12:44:11,2011-12-31 12:44:11,None,None,37.0,None,7,SALES INVOICE LINES,I,SALES INVOICE LINES,700015
286,553.0,API,nan,I,nan,2012-03-01 21:43:57,2012-03-01 21:43:57,None,None,0.0,None,30,STYLE / DESIGN / PATTERN,I,STYLE / DESIGN / PATTERN,379
287,559.0,API,nan,I,nan,2012-03-18 18:34:31,2012-03-18 18:34:31,None,None,6.0,None,9903,M.SPACE CHECK,I,M.SPACE CHECK,990307
288,560.0,API,nan,I,nan,2012-03-18 18:34:31,2012-03-18 18:34:31,None,None,6.0,None,9901,M. MOVE TO PRIMARY SALES,I,M.MOVE TO PRIMARY SALES,990106
289,563.0,API,nan,I,nan,2012-07-21 13:48:54,2012-07-21 13:48:54,None,None,38.0,None,7,ITEM FREIGHTS,I,ITEM FREIGHTS,700016
290,469.0,API,nan,I,nan,2010-12-29 11:12:23,2010-12-29 11:12:23,None,None,29.0,None,30,BILL OF MATERIALS,I,BILL OF MATERIALS,3000004
291,470.0,API,nan,I,nan,2010-12-29 11:12:23,2010-12-29 11:12:23,None,None,30.0,None,30,MARKUP TEMPLATE,I,MARKUP TEMPLATE,3000005
292,483.0,API,nan,I,nan,2011-03-07 21:17:46,2011-03-07 21:17:46,None,None,11.0,None,6,PRICE TEMPLATE,I,PRICE TEMPLATE,60002
293,484.0,API,nan,I,nan,2011-03-07 21:17:46,2011-03-07 21:17:46,None,None,26.0,None,7,AP INVOICE SUMMARY,I,AP INVOICE SUMMARY,700004
294,485.0,API,nan,I,nan,2011-03-07 21:17:46,2011-03-07 21:17:46,None,None,27.0,None,7,SUPPLIER DRILLDOWN,I,SUPPLIER DRILLDOWN,700005
295,486.0,API,nan,I,nan,2011-03-07 21:17:46,2011-03-07 21:17:46,None,None,28.0,None,7,CUSTOMER DRILLDOWN,I,CUSTOMER DRILLDOWN,700006
296,491.0,API,nan,I,nan,2011-03-22 20:18:42,2011-03-22 20:18:42,None,None,30.0,None,7,SALES ORDER SUMMARY,I,SALES ORDER SUMMARY,700008
297,525.0,API,nan,I,nan,2011-09-21 18:43:16,2011-09-21 18:43:16,None,None,32.0,None,7,HELP ORATECH,I,HELP ORATECH,700010
298,526.0,API,nan,U,29.0,2011-10-24 17:09:27,2011-09-21 18:43:16,None,None,3.0,1,9905,M. SO CONFIRM DELIVERY,I,M. SO CONFIRM DELIVERY,990503
299,527.0,API,nan,U,29.0,2011-10-17 18:25:07,2011-09-21 18:43:16,None,None,5.0,1,9904,M. ADD ITEM TO BATCH,I,M. ADD ITEM TO BATCH,990405
300,539.0,API,nan,I,nan,2011-11-02 20:17:06,2011-11-02 20:17:06,None,None,6.0,None,9904,M. SET PRIMARY SALES,I,M. SET PRIMARY SALES,990406
301,430.0,API,nan,I,nan,2015-10-02 18:51:07,2015-10-02 18:51:07,None,None,4.0,None,81,EXPORT TEMPLATE,I,EXPORT TEMPLATE,810813
